Date,Description,Amount
2022-01-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2022-01-24,External Withdrawal VENMO  - PAYMENT,7.0
2022-01-21,Point Of Sale Withdrawal WAL-MART #1808 Wal-Mart Store         STEAMBOAT SPRCOUS,31.39
2022-01-21,Point Of Sale Withdrawal  APPLE.COM/BILL         1111111111   CAUS,40.5
2022-01-19,External Withdrawal VENMO  - PAYMENT,13.0
2022-01-18,External Withdrawal VENMO  - PAYMENT,80.0
2022-01-18,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,39.12
2022-01-12,Point Of Sale Withdrawal  BARTON WATCH BAND      AUSTIN       TXUS,6.24
2022-01-11,Point Of Sale Withdrawal  5 TORCHYS SPICEWOOD  AUSTIN       TXUS,19.92
2022-01-10,Point Of Sale Withdrawal  COLOMBO FROZEN YOGURT  DENVER       COUS,6.9
2022-01-10,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,0.99
2022-01-07,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,31.81
2022-01-05,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,5.56
2022-01-05,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,17.19
2022-01-05,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,36.0
2022-01-04,Point Of Sale Withdrawal  SQ *NICK-N-WILLY'S     BOULDER      COUS,36.55
2022-01-03,Point Of Sale Withdrawal  CHIPOTLE 0894          BOULDER      COUS,9.21
2022-01-03,Point Of Sale Withdrawal  SMOKER FRIENDLY #12QPS NEDERLAND    COUS,0.86
2022-01-03,"External Withdrawal 1012 UNIVERSITY,  - ACH",1226.0
2022-01-03,Point Of Sale Withdrawal  APPLE.COM/US           800-676-2775 CAUS,96.87
2022-01-03,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,40.23
2022-01-03,Point Of Sale Withdrawal  BOULDER SUNDOWN SALOON BOULDER      COUS,16.0
2022-01-03,Point Of Sale Withdrawal  AMAZON WEB SERVICES    AWS.AMAZON.COWAUS,9.64
2022-01-03,Point Of Sale Withdrawal  SQ *CHIMERA RAMEN      BOULDER      COUS,23.56
2022-01-03,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,21.72
2022-01-03,Point Of Sale Withdrawal  IHOP #1836             BOULDER      COUS,13.92
2022-01-03,ATM Withdrawal DATASTREAM ASAI 1995 W Midway Blvd US  Broomfield   COUS,38.0
2021-12-31,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,20.67
2021-12-31,Point Of Sale Withdrawal  SILVERTHORNE CON       SILVERTHORNE COUS,72.99
2021-12-30,Point Of Sale Withdrawal  BEAVER LIQUORS         AVON         COUS,59.59
2021-12-30,Point Of Sale Withdrawal  TOWN OF VAIL PARKING   VAIL         COUS,30.0
2021-12-29,Point Of Sale Withdrawal  ISTORE BY SWYFT        SAN FRANCISCOCAUS,31.34
2021-12-28,Point Of Sale Withdrawal  SHELL SERVICE S        BOULDER      COUS,34.39
2021-12-28,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,141.77
2021-12-27,External Withdrawal VENMO  - PAYMENT,11.0
2021-12-27,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2021-12-20,Point Of Sale Withdrawal MCDONALD'S F135 8900 PENA BLVD         DENVER       COUS,5.88
2021-12-20,Point Of Sale Withdrawal  45 TORCHYS BOULDER    BOULDER      COUS,12.84
2021-12-20,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,10.05
2021-12-20,Point Of Sale Withdrawal  THE BARBER JOINT       NEW YORK CITYNYUS,33.0
2021-12-18,Point Of Sale Withdrawal  SQ *APOCALYPSE         BOULDER      COUS,20.68
2021-12-18,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,24.98
2021-12-18,Point Of Sale Withdrawal Barnes and Nobl 2999 Pearl Street      Boulder      COUS,18.5
2021-12-17,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,8.1
2021-12-16,Point Of Sale Withdrawal  COSMOS PIZZA - BOULDER BOULDER      COUS,27.14
2021-12-16,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,14.15
2021-12-13,Point Of Sale Withdrawal  TST* BOSSLADYPIZZA8030 303-449-0909 COUS,22.81
2021-12-13,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,25.21
2021-12-13,Point Of Sale Withdrawal  STARBUCKS 27300        FRISCO       COUS,5.37
2021-12-13,Point Of Sale Withdrawal  BOULDER GAS 2700       BOULDER      COUS,63.95
2021-12-11,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,63.92
2021-12-09,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,0.99
2021-12-09,External Withdrawal VENMO  - PAYMENT,17.0
2021-12-06,Withdrawal Internet Transfer to 443091310100,671.0
2021-12-06,Point Of Sale Withdrawal  TST* BOSSLADYPIZZA8030 303-449-0909 COUS,31.61
2021-12-06,Point Of Sale Withdrawal  SMASHBURGER #1016      BOULDER      COUS,18.53
2021-12-06,External Withdrawal VENMO  - PAYMENT,28.0
2021-12-06,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,106.11
2021-12-06,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,670.73
2021-12-04,Point Of Sale Withdrawal  TST* PIZZA 3.14        BOULDER      COUS,29.76
2021-12-04,ATM Withdrawal WELLS FARGO BAN 1101 13th St           Boulder      COUS,143.0
2021-12-03,Point Of Sale Withdrawal  AMAZON WEB SERVICES    AWS.AMAZON.COWAUS,2.76
2021-12-03,"External Withdrawal 1012 UNIVERSITY,  - ACH",1226.0
2021-12-03,Point Of Sale Withdrawal  ONLINE-CU REC CENTER   3034921460   COUS,95.0
2021-12-03,Point Of Sale Withdrawal  ONLINE-CU REC CENTER   3034921460   COUS,475.0
2021-12-02,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.99
2021-12-02,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-11-30,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,10.81
2021-11-29,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,14.63
2021-11-29,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,24.26
2021-11-26,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS24 BOULDER      COUS,8.18
2021-11-26,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2021-11-24,Point Of Sale Withdrawal  PNT*THE FITTER BOULDER BOULDER      COUS,24.38
2021-11-24,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,9.97
2021-11-24,ATM Withdrawal DATASTREAM ASAI 1995 W Midway Blvd US  Broomfield   COUS,28.0
2021-11-24,Point Of Sale Withdrawal NNT CO MOTOR VE 600 17TH STREET #2150  DENVER       COUS,79.21
2021-11-23,Point Of Sale Withdrawal  RUSTY TACO 673         ARVADA       COUS,11.72
2021-11-23,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,17.93
2021-11-22,Point Of Sale Withdrawal  CHICK-FIL-A #02721     ARVADA       COUS,15.08
2021-11-22,Point Of Sale Withdrawal KUM&amp;GO 2315 ARV 7995 SHERIDAN BLVD     ARVADA       COUS,67.12
2021-11-22,Point Of Sale Withdrawal KUM&amp;GO 2315 ARV 7995 SHERIDAN BLVD     ARVADA       COUS,5.49
2021-11-22,Point Of Sale Withdrawal  TST* BOSSLADYPIZZA8030 BOULDER      COUS,12.65
2021-11-22,Point Of Sale Withdrawal  CU STUDENT REC CENTER  BOULDER      COUS,2.0
2021-11-20,ATM Withdrawal DATASTREAM ASAI 1795 Folsom St     US  Boulder      COUS,73.0
2021-11-19,Withdrawal Internet Transfer to 443091310100,420.0
2021-11-18,Withdrawal Internet Transfer to 443091310100,125.0
2021-11-18,Withdrawal Internet Transfer to 443091310100,130.0
2021-11-15,Point Of Sale Withdrawal  THE BLUE FISH          BRECKENRIDGE COUS,497.77
2021-11-13,Point Of Sale Withdrawal BOULDER GAS 27 2700 BASELINE RD       BOULDER      COUS,20.0
2021-11-12,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,12.81
2021-11-12,Point Of Sale Withdrawal  WHOLEFDS WAS 10454     BOULDER      COUS,79.52
2021-11-12,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,24.57
2021-11-10,External Withdrawal VENMO  - PAYMENT,11.5
2021-11-10,External Withdrawal VENMO  - PAYMENT,175.0
2021-11-09,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,0.99
2021-11-08,External Withdrawal VENMO  - PAYMENT,20.0
2021-11-08,Point Of Sale Withdrawal  JACKSON HOLE BURGER    NEW YORK     NYUS,104.86
2021-11-08,Point Of Sale Withdrawal  DISTRICT MARKET        EAST ELMHURSTNYUS,3.63
2021-11-08,Point Of Sale Withdrawal  JOHNS OF BLEECKER STRE NEW YORK     NYUS,43.09
2021-11-08,Point Of Sale Withdrawal  OCEAN WINE &amp; SPIRITS   NEW YORK     NYUS,18.5
2021-11-08,Point Of Sale Withdrawal  NYC TAXI 1246 12460010 LONG ISLAND CNYUS,52.9
2021-11-08,Point Of Sale Withdrawal  DANISH GOURMET INC     NEW YORK     NYUS,14.99
2021-11-08,Point Of Sale Withdrawal  SQ *TAIYAKI NYC        NEW YORK     NYUS,10.75
2021-11-06,Point Of Sale Withdrawal  TST* PRESS PLAY BAR    BOULDER      COUS,14.5
2021-11-06,Point Of Sale Withdrawal  TST* PRESS PLAY BAR    BOULDER      COUS,13.5
2021-11-06,Point Of Sale Withdrawal  TST* PRESS PLAY BAR    BOULDER      COUS,8.75
2021-11-05,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,84.68
2021-11-03,"External Withdrawal 1012 UNIVERSITY,  - ACH",1226.0
2021-11-03,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,12.19
2021-11-03,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,32.64
2021-11-03,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,136.44
2021-11-02,Point Of Sale Withdrawal  YSI*FOUR STAR REALTY   303-9967251  COUS,51.96
2021-11-02,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,23.63
2021-11-02,Point Of Sale Withdrawal  CAFE MEXICALI          BOULDER      COUS,10.55
2021-11-01,Point Of Sale Withdrawal  GOODWILL BOULDER STORE BOULDER      COUS,10.0
2021-11-01,External Withdrawal VENMO  - PAYMENT,70.0
2021-11-01,Point Of Sale Withdrawal  UNIVERSITY HILLS MARKE BOULDER      COUS,19.58
2021-11-01,Point Of Sale Withdrawal CHRISTY SPORTS 2000 30TH AVE          BOULDER      COUS,197.99
2021-11-01,Point Of Sale Withdrawal 7-ELEVEN 1091 13TH          US  BOULDER      COUS,4.85
2021-11-01,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-10-29,Withdrawal Internet Transfer to 443091310100,600.0
2021-10-28,Point Of Sale Withdrawal  CHRISTY SPORTS         LAKEWOOD     COUS,57.2
2021-10-27,External Withdrawal CO BLDR ECHECK DEPOSIT - CO BLDR,200.0
2021-10-26,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-10-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2021-10-25,Point Of Sale Withdrawal  COSTCO WHSE #04        SUPERIOR     COUS,4.32
2021-10-25,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,681.57
2021-10-25,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,18.49
2021-10-23,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,10.81
2021-10-22,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,6.84
2021-10-21,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,21.76
2021-10-20,Point Of Sale Withdrawal  INTRAMURAL-CU REC CENT 3034921214   COUS,35.0
2021-10-20,Point Of Sale Withdrawal #5700 EVERYDAY 1275 13TH ST           BOULDER      COUS,3.2
2021-10-19,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,8.7
2021-10-19,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,7.66
2021-10-18,Point Of Sale Withdrawal  2LEVY AT UCOLR10715308 BOULDER      COUS,15.26
2021-10-18,Point Of Sale Withdrawal  THE BARBER JOINT       NEW YORK CITYNYUS,38.0
2021-10-18,Point Of Sale Withdrawal  UNIVERSITY HILLS MARKE BOULDER      COUS,10.87
2021-10-18,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,54.41
2021-10-18,Point Of Sale Withdrawal  SUNDOWN SALOON         BOULDER      COUS,10.0
2021-10-18,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,16.03
2021-10-18,Point Of Sale Withdrawal  USA*CANTEEN VENDING    DENVER       COUS,1.5
2021-10-13,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,26.11
2021-10-13,"External Withdrawal 1012 UNIVERSITY,  - ACH",1226.0
2021-10-12,ATM Withdrawal  1669 EUCLID AVE        BOULDER      COUS,23.5
2021-10-12,Point Of Sale Withdrawal  PANERA BREAD #202439 P BOULDER      COUS,11.93
2021-10-12,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,42.41
2021-10-12,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,94.85
2021-10-12,Point Of Sale Withdrawal TRADER JOE'S #3 1906 28TH ST           BOULDER      COUS,22.48
2021-10-12,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,31.15
2021-10-12,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,0.99
2021-10-12,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,5.43
2021-10-12,Point Of Sale Withdrawal  APPLE.COM/BILL         866-712-7753 CAUS,72.69
2021-10-12,Point Of Sale Withdrawal  SQ *BOVAS MARKET AND G BOULDER      COUS,11.37
2021-10-09,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-10-07,Point Of Sale Withdrawal  Thai Avenue            Boulder      COUS,13.49
2021-10-07,Point Of Sale Withdrawal  AXS.COM*TOURING EVENT  888-929-7849 CAUS,101.43
2021-10-06,Point Of Sale Withdrawal  AGA AXS TICKET INSURAN 8002848300   VAUS,8.0
2021-10-06,Point Of Sale Withdrawal  WAHOO'S FISH TACOS 103 BOULDER      COUS,13.92
2021-10-05,Withdrawal Internet Transfer to 443091310100,600.0
2021-10-05,Point Of Sale Withdrawal NST THE HOME DE 1600 29TH STREET       BOULDER      COUS,136.99
2021-10-04,Point Of Sale Withdrawal  TST* PIZZA 3.14        BOULDER      COUS,27.28
2021-10-04,Point Of Sale Withdrawal  BOVAS MARKET &amp; GRILL   BOULDER      COUS,1.94
2021-10-02,Point Of Sale Withdrawal NST THE HOME DE 1600 29TH STREET       BOULDER      COUS,263.95
2021-09-30,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-09-30,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,11.14
2021-09-30,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,9.24
2021-09-28,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,12.19
2021-09-27,Point Of Sale Withdrawal  KWIK MART #2           NEDERLAND    COUS,64.81
2021-09-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2021-09-24,Point Of Sale Withdrawal  SQ *BOULDER BURGER     BOULDER      COUS,13.75
2021-09-23,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-09-23,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,88.06
2021-09-23,Point Of Sale Withdrawal  IMMERSIVE VAN GOGH ... CHICAGO      ILUS,138.81
2021-09-21,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,15.22
2021-09-21,Point Of Sale Withdrawal  TST* BOSSLADYPIZZA8030 303-449-0909 COUS,21.64
2021-09-20,Point Of Sale Withdrawal  PNT*THE FITTER BOULDER BOULDER      COUS,65.31
2021-09-20,External Withdrawal VENMO  - PAYMENT,50.0
2021-09-20,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,12.95
2021-09-20,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,126.69
2021-09-20,Point Of Sale Withdrawal  QMENU INC              404-3829768  GAUS,9.6
2021-09-20,Point Of Sale Withdrawal  CU BOOK STORE          BOULDER      COUS,7.06
2021-09-20,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,11.8
2021-09-16,External Withdrawal UNIV OF CO BLDR ECHECK DEPOSIT - CU BOULDER,20448.53
2021-09-16,External Withdrawal VENMO  - PAYMENT,10.0
2021-09-16,Point Of Sale Withdrawal  SOUTHWES               800-435-9792 TXUS,11.2
2021-09-15,Point Of Sale Withdrawal  POINTS RAPID REWARDS   800-435-9792 CAUS,214.5
2021-09-15,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-09-14,Point Of Sale Withdrawal  YFIO CONCERT MERCHANDI NEDERLAND    COUS,35.0
2021-09-13,Point Of Sale Withdrawal  ARAMARK FIDDLERS GREEN ENGLEWOOD    COUS,10.75
2021-09-13,Point Of Sale Withdrawal  BOULDER GAS 2700       BOULDER      COUS,35.09
2021-09-13,Point Of Sale Withdrawal  AMK FIDDLERS GREEN CON GREENWOOD VILCOUS,5.36
2021-09-13,Point Of Sale Withdrawal  AMK FIDDLERS GREEN CON GREENWOOD VILCOUS,13.94
2021-09-13,External Withdrawal VENMO  - PAYMENT,15.0
2021-09-13,External Withdrawal VENMO  - PAYMENT,40.0
2021-09-13,Point Of Sale Withdrawal  ARAMARK DENVER COLISEU DENVER       COUS,11.0
2021-09-13,Point Of Sale Withdrawal  AMK DENVER CONCESSIONS DENVER       COUS,11.01
2021-09-13,Point Of Sale Withdrawal  AMK DENVER CONCESSIONS DENVER       COUS,5.28
2021-09-13,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.99
2021-09-10,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,16.3
2021-09-09,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-09-08,External Withdrawal VENMO  - PAYMENT,6.0
2021-09-08,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2021-09-07,External Withdrawal VENMO  - PAYMENT,15.0
2021-09-07,Point Of Sale Withdrawal  TST* THE WAFFLE LAB -  BOULDER      COUS,18.98
2021-09-07,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,125.12
2021-09-07,Point Of Sale Withdrawal  TST* PRESS PLAY BAR    BOULDER      COUS,6.75
2021-09-07,Point Of Sale Withdrawal  2LEVY AT UCOLR10715308 BOULDER      COUS,14.71
2021-09-07,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,10.8
2021-09-07,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,13.05
2021-09-07,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,61.98
2021-09-07,Point Of Sale Withdrawal  CU ATHLETICS EVENT     3034923775   COUS,160.0
2021-09-03,"External Withdrawal 1012 UNIVERSITY,  - ACH",1247.78
2021-09-02,Withdrawal Internet Transfer to 5000000452090,1555.0
2021-09-02,Withdrawal Internet Transfer to 5000000452090,300.0
2021-09-02,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,10.8
2021-09-02,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,120.16
2021-09-02,Point Of Sale Withdrawal NST THE HOME DE 1600 29TH STREET       BOULDER      COUS,46.91
2021-09-01,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,4.14
2021-09-01,Point Of Sale Withdrawal  TICKETSCAGE THE ELEPH  8442235661   DEUS,242.47
2021-09-01,Point Of Sale Withdrawal  ALLIANZ EVENT INS      8884976993   VAUS,15.15
2021-08-31,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,8.26
2021-08-30,Point Of Sale Withdrawal  COSMOS PIZZA - BOULDER BOULDER      COUS,16.88
2021-08-30,Point Of Sale Withdrawal  WALGREENS 1111 BROADWA BOULDER      COUS,5.98
2021-08-27,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,139.84
2021-08-27,Withdrawal Internet Transfer to 443091310100,716.0
2021-08-26,Point Of Sale Withdrawal  SANTIAGOS MEXICAN REST BOULDER      COUS,8.44
2021-08-25,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,9.8
2021-08-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2021-08-24,Point Of Sale Withdrawal  KING SOOP 3005 ARAPAHO BOULDER      COUS,72.4
2021-08-23,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,8.02
2021-08-23,External Withdrawal VENMO  - PAYMENT,1300.0
2021-08-23,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,130.95
2021-08-23,Point Of Sale Withdrawal  LS FULL CYCLE          BOULDER      COUS,48.98
2021-08-21,Point Of Sale Withdrawal REI #44 BOULDER 1789 28TH ST           BOULDER      COUS,76.19
2021-08-21,ATM Withdrawal PAI ISO 1795 FOLSOM ST         BOULDER      COUS,203.0
2021-08-18,Point Of Sale Withdrawal  CU STUDENT REC CENTER  BOULDER      COUS,25.0
2021-08-18,Point Of Sale Withdrawal  TST* PIZZA 3.14        BOULDER      COUS,6.51
2021-08-17,Point Of Sale Withdrawal  THE BARBER JOINT       NEW YORK CITYNYUS,21.0
2021-08-17,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,35.88
2021-08-17,Point Of Sale Withdrawal  KING SOOP 1650 30TH ST BOULDER      COUS,148.58
2021-08-16,Point Of Sale Withdrawal  GOODWILL BOULDER STORE BOULDER      COUS,3.26
2021-08-16,Point Of Sale Withdrawal  FIVE GUYS CO 1612 QSR  BOULDER      COUS,14.94
2021-08-16,Point Of Sale Withdrawal  GOODWILL TOWER ROAD ST AURORA       COUS,42.89
2021-08-16,Point Of Sale Withdrawal  GOODWILL BOULDER STORE BOULDER      COUS,7.57
2021-08-16,Point Of Sale Withdrawal  TST* ROSENBERG'S - THE BOULDER      COUS,4.9
2021-08-16,Point Of Sale Withdrawal  TST* ROSENBERG'S - THE BOULDER      COUS,12.99
2021-08-16,Point Of Sale Withdrawal  PARKMOBILE             770-818-9036 COUS,7.85
2021-08-16,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,9.5
2021-08-16,Point Of Sale Withdrawal  TST* THE JUNGLE        530-414-1193 COUS,25.72
2021-08-16,Point Of Sale Withdrawal  AUSTIN AIRPORT-F&amp;B     AUSTIN       TXUS,11.9
2021-08-16,Point Of Sale Withdrawal REI #44 BOULDER 1789 28TH ST           BOULDER      COUS,5.38
2021-08-16,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,51.21
2021-08-16,Point Of Sale Withdrawal SALVATION ARMY 1701 33RD ST       US  BOULDER      COUS,4.62
2021-08-16,Withdrawal Internet Transfer to 443091310100,160.0
2021-08-16,Point Of Sale Withdrawal  MARSHALLS 1875 28TH ST BOULDER      COUS,46.76
2021-08-16,Point Of Sale Withdrawal  TRADER JOE'S #3        BOULDER      COUS,0.86
2021-08-16,Point Of Sale Withdrawal  CHICK-FIL-A #0923      AUSTIN       TXUS,25.15
2021-08-12,"External Withdrawal 1012 UNIVERSITY,  - ACH",1313.95
2021-08-09,Point Of Sale Withdrawal  LUPE TORTILLA #12      AUSTIN       TXUS,122.19
2021-08-09,Point Of Sale Withdrawal  CITY OF EARLYSERVICE F LINDON       UTUS,6.24
